# base id	target evo id (0 = single evolution)	evo:percent,...  (PokemonRevoData.lua, converted by tools/trainer-data/convert_revos.py)
129	0	329:7.69809,9:6.62355,160:6.61915,131:6.5082,343:6.30964,134:6.15471,91:5.2485,186:5.17287,314:5.03052,55:5.01677,285:4.8857,230:4.54192,139:3.78757,141:3.78326,121:3.7155,73:3.56933,80:3.30373,199:3.27736,62:2.96498,99:0.68231,374:0.60714,375:0.60058,224:0.53174,327:0.4616,87:0.42691,117:0.41887,331:0.41285,226:0.39878,119:0.35942,381:0.27481,324:0.25086,171:0.21761,297:0.14514
133	134	329:5.758,130:5.10161,160:4.95885,9:4.93832,131:4.91257,343:4.6897,99:4.56834,374:4.32934,375:4.31392,224:4.10278,91:3.86702,186:3.86122,314:3.72943,55:3.72741,285:3.64549,87:3.61153,230:3.41723,381:3.09178,121:3.01414,141:2.80587,139:2.80475,199:2.62852,80:2.61931,73:2.59715,297:2.40003,62:2.17869,119:0.35475,327:0.32945,117:0.30375,331:0.27643,310:0.27432,226:0.23118,195:0.17713,211:0.15628,324:0.13341,171:0.09032
133	135	338:18.5438,26:18.5031,101:18.2984,181:18.2379,125:18.2323,82:5.94627,171:2.23818
133	136	59:15.6832,126:12.6967,157:12.2769,78:11.5587,38:11.4531,282:10.8274,6:10.7391,229:10.409,321:3.24437,340:1.11152
133	196	394:14.9344,65:14.3133,97:14.2055,319:9.64159,103:9.19388,121:7.25864,80:6.58859,199:6.5792,400:6.35723,352:2.84595,122:2.64424,124:1.98669,178:1.67413,203:1.18921,411:0.27045,349:0.15987,348:0.15718
133	197	248:21.6504,376:16.924,345:16.6394,300:15.3905,229:12.9147,327:7.25253,331:6.56082,215:2.6677
137	0	217:11.123,372:10.5871,36:10.3079,128:10.289,241:10.2784,115:10.2758,234:9.6061,242:9.59756,143:8.86492,18:8.71601,380:0.04435,365:0.04251,210:0.04228,53:0.04044,317:0.03936,113:0.03878,85:0.03231,22:0.03006,164:0.02925,203:0.01379,162:0.00027,289:0.00027,40:0.00022,385:0.00013,206:9e-05,305:9e-05
138	0	213:4.07798,384:3.92282,391:3.90058,329:3.57544,142:3.33986,130:3.19176,9:3.09744,160:3.06392,131:3.04527,112:2.95563,343:2.93047,76:2.92616,99:2.87749,134:2.87345,374:2.69466,375:2.6863,119:2.63728,224:2.58367,91:2.44438,327:2.42038,186:2.41922,389:2.39023,55:2.35883,314:2.35483,285:2.28073,87:2.27017,331:2.25157,226:2.24056,230:2.16665,381:1.95146,324:1.84182,141:1.77775,121:1.75676,171:1.69772,73:1.6748,199:1.552,80:1.53479,297:1.52257,62:1.39361,383:0.44704,185:0.14702,349:0.11004,348:0.10577,247:0.07387,117:0.05617,310:0.05086,219:0.05024,159:0.04511,8:0.04354,313:0.04206,184:0.04049,195:0.03392,342:0.02849,211:0.02656,284:0.01779
140	0	213:4.05938,384:3.91393,391:3.87843,329:3.57333,142:3.31932,130:3.17145,160:3.08396,9:3.07861,131:3.03826,76:2.95729,343:2.94458,112:2.9382,134:2.88383,99:2.86842,374:2.7032,375:2.69093,119:2.65103,224:2.57199,91:2.4579,327:2.43377,186:2.41459,389:2.38444,55:2.35608,314:2.34908,285:2.3063,87:2.28774,331:2.26056,226:2.25656,230:2.17262,381:1.94351,324:1.83665,139:1.78143,121:1.75115,171:1.71309,73:1.64003,199:1.56036,80:1.55434,297:1.52527,62:1.39051,383:0.43913,185:0.14329,348:0.10905,349:0.10649,247:0.07158,117:0.05639,219:0.05226,310:0.05149,159:0.04318,8:0.043,313:0.04206,184:0.03707,342:0.02907,195:0.02894,211:0.0284,284:0.01649
147	0	396:46.8329,333:32.8792,359:20.2879
148	0	397:49.4133,334:22.0617,230:18.7563,359:9.76871
152	0	278:14.9123,192:13.3185,70:10.987,2:10.8699,114:10.7993,44:10.3076,363:9.77509,47:9.68262,388:2.65327,189:0.96881,369:0.8957,299:0.81078,296:0.77515,344:0.75938,102:0.7188,188:0.71494,307:0.43145,182:0.20894,345:0.14837,300:0.11728,45:0.06219,71:0.05379,297:0.02876
153	0	279:18.7783,182:11.6632,345:9.82838,3:8.88833,300:8.79514,389:8.36418,103:7.70074,45:6.9362,71:6.75255,297:5.58302,192:1.76521,189:1.63553,369:1.50886,114:1.10792,307:0.69238
155	0	240:20.2547,5:19.8964,77:17.5453,219:17.4,281:15.2204,58:6.41146,228:1.48703,340:1.33142,321:0.4532
156	0	59:15.9465,126:12.9053,136:12.3436,78:11.6745,38:11.5683,282:10.859,6:10.8546,229:9.07934,321:3.54183,340:1.22704
158	0	61:11.9551,8:10.0852,222:10.0594,184:10.0087,313:9.81441,342:8.72302,117:7.53961,284:7.10474,310:7.08043,195:5.98752,211:5.95453,373:1.8668,138:1.46285,140:1.44753,119:0.24394,331:0.16553,226:0.16127,171:0.08425,98:0.04246,325:0.03972,86:0.03954,120:0.03676,296:0.03294,72:0.02525,170:0.02071,99:0.0035,375:0.00252,224:0.00238,374:0.00234,87:0.00211,324:0.00157,327:0.00153,381:0.00126,297:0.00054
159	0	329:6.31418,130:5.56105,9:5.41578,131:5.33683,343:5.1704,134:5.04899,375:4.70264,374:4.69388,224:4.44055,91:4.28535,186:4.16848,55:4.06293,314:4.04644,285:3.9581,230:3.71869,381:3.33415,141:3.06424,139:3.04761,121:2.98223,73:2.84788,80:2.65992,199:2.64051,297:2.59855,62:2.35676,99:0.50923,117:0.36562,310:0.34958,327:0.34257,119:0.32029,87:0.31323,331:0.2975,226:0.29562,195:0.21851,211:0.19609,324:0.17821,171:0.1574
161	0	316:6.60643,108:6.33809,137:6.17835,289:6.16977,40:6.05483,20:5.99399,385:5.95961,206:5.62185,365:5.58325,53:5.5487,317:5.41587,176:5.39044,210:5.37404,113:5.25258,305:5.12066,22:4.83331,164:4.81929,203:3.73518,190:0.0009,308:0.00067,36:0.0004,85:0.0004,234:0.0004,380:0.0004,371:0.00031,18:0.00027
163	0	198:3.79175,289:3.77054,40:3.70256,372:3.69276,385:3.64864,20:3.64842,36:3.58227,162:3.57989,380:3.46208,227:3.4313,206:3.43053,53:3.40353,365:3.40007,234:3.32683,317:3.30068,176:3.28661,210:3.26405,302:3.24869,113:3.18201,305:3.1147,18:3.03215,85:3.01009,22:2.93029,312:2.80758,207:2.60084,178:2.59136,189:2.53142,369:2.46208,203:2.23521,310:2.23247,42:2.23072,226:2.06779,128:4e-05,316:4e-05
165	0	198:8.38319,292:8.3755,12:8.3605,83:8.20237,390:8.02363,387:7.80089,386:7.77295,193:7.4559,176:7.19065,312:6.26543,294:5.72474,168:5.60882,15:5.60387,47:5.08319,188:0.0457,17:0.03316,305:0.01734,164:0.01595,22:0.01577,207:0.01033,310:0.00535,177:0.00117,205:0.00081,225:0.00076,302:0.00063,85:0.00036,227:0.00031,42:0.00027,49:0.00013,189:0.00013,226:9e-05,369:9e-05
167	0	12:6.90065,292:6.83137,390:6.54671,30:6.49989,33:6.47778,166:6.39452,387:6.37561,386:6.32928,193:6.02894,93:5.44337,312:5.06449,294:4.68822,70:4.65861,15:4.60118,2:4.57112,44:4.33379,363:4.11217,47:4.10543,109:0.01537,72:0.01469,24:0.00503,211:0.00072,1:0.00045,88:0.00045,43:9e-05,302:4e-05
170	0	26:4.29393,338:4.26742,125:4.2303,181:4.22033,101:4.20635,82:4.14691,99:3.87735,117:3.64069,375:3.62501,374:3.61292,119:3.57908,224:3.48531,310:3.40034,327:3.30369,186:3.2778,314:3.17504,55:3.16152,226:3.06855,87:3.06783,331:3.0424,195:2.80672,211:2.74948,381:2.62411,324:2.49569,141:2.39122,139:2.38785,80:2.10104,199:2.0846,297:2.0602,62:1.86146,354:0.82475,353:0.81631,135:0.52204,8:0.2634,159:0.25729,313:0.25612,184:0.25059,342:0.16855,284:0.11557,134:0.10905,91:0.07675,121:0.0297,73:0.01964,61:0.01478,222:0.012,329:0.00431,130:0.00283,131:0.00265,160:0.00256,343:0.00229,9:0.00184,285:0.00117,230:0.00067
172	0	337:21.7953,179:21.7892,81:21.7437,100:17.5683,170:17.1035
173	0	209:15.976,84:15.2943,358:15.2616,216:14.0409,133:14.0107,17:13.3844,83:12.0314,190:0.00018,132:0.00013,364:0.00013,371:9e-05,52:4e-05,308:4e-05
174	0	52:9.44182,132:9.42519,364:9.40376,304:8.99208,16:8.97474,21:8.97393,19:8.96287,175:8.9613,235:8.95676,163:8.9547,315:8.95285
175	0	316:7.65926,108:7.37376,137:7.19303,289:7.1681,40:7.00863,385:6.93889,20:6.91031,162:6.78616,365:6.5051,206:6.4994,53:6.47666,317:6.27123,305:5.97269,22:5.62364,164:5.60167,190:0.0018,371:0.00157,308:0.00148,234:0.00117,83:0.00108,17:0.00099,85:0.0009,113:0.00076,380:0.00076,210:0.00072,203:0.00022
177	0	123:4.90404,352:4.66117,227:4.65641,122:4.54587,302:4.36358,305:4.16493,65:4.14794,411:4.1093,97:4.09739,18:4.064,85:4.03448,22:3.91078,164:3.8827,124:3.82271,142:3.55424,207:3.41777,189:3.31937,348:3.21207,349:3.21072,369:3.19499,203:2.93222,42:2.89223,310:2.85974,359:2.77886,319:2.67093,226:2.63409,199:1.90329,80:1.89156,64:0.02593,202:0.02287,198:0.02026,196:0.01415,399:0.01366,176:0.01276,394:0.01141,169:0.01087,312:0.0093,130:0.0058,6:0.00526,357:0.00508,103:0.00301,121:0.00139,166:0.00031,12:0.00027,292:0.00022,193:4e-05
179	0	239:30.721,100:28.6055,170:28.2356,81:4.4813,354:3.97953,353:3.97162,337:0.00319,25:0.00225
180	0	135:18.0232,338:12.8448,26:12.8344,82:12.7178,101:12.6706,125:12.6559,171:7.89606,354:5.20221,353:5.15508
183	0	61:11.31,159:9.48181,222:9.42407,8:9.41517,313:9.15806,342:8.19406,117:7.07032,119:6.98315,310:6.62189,284:6.61218,195:5.58172,211:5.51949,138:1.48226,140:1.47162,327:0.19542,120:0.17704,325:0.17641,373:0.17367,226:0.16553,331:0.1605,296:0.14967,72:0.12011,324:0.09854,170:0.09602,171:0.08358,99:0.01573,374:0.01568,224:0.01245,375:0.01245,87:0.00935,381:0.00467,297:0.00283,80:0.00256,199:0.00198
187	0	299:7.14675,177:7.00611,225:7.00337,296:6.94379,344:6.81685,152:6.80971,43:6.8076,358:6.80625,1:6.79722,102:6.79439,277:6.78153,84:6.7685,388:6.0582,17:6.01052,83:5.44921
188	0	198:4.82482,278:4.35684,153:4.3288,227:4.30305,176:4.096,302:4.06926,305:3.86702,192:3.84239,18:3.76807,85:3.74219,22:3.62258,164:3.61597,312:3.48935,182:3.43062,178:3.16893,207:3.15716,2:3.09506,114:3.07924,369:2.96642,345:2.94044,47:2.76188,42:2.67336,300:2.67084,310:2.62443,359:2.55208,389:2.51564,226:2.42506,45:2.11371,307:2.05562,71:2.04227,297:1.70334,12:0.01681,292:0.0155,123:0.01537,166:0.01442,193:0.01038,70:0.00728,142:0.00607,44:0.00557,363:0.00418,169:0.00094,279:0.00058,6:0.00022,154:0.00022
191	0	153:12.2387,278:12.2031,70:8.75164,2:8.59217,114:8.52266,189:8.39707,44:8.13875,369:8.10145,363:7.66879,47:7.65158,307:5.67833,388:1.33735,182:0.84843,345:0.58467,300:0.4754,45:0.25095,71:0.23006,389:0.20777,297:0.12105
194	0	51:6.68255,75:6.60427,247:5.74016,105:5.56209,28:5.21772,8:5.15553,159:5.13203,184:5.11895,313:5.02131,342:4.43439,207:4.2955,221:3.95306,117:3.82123,119:3.73734,284:3.59517,310:3.57055,340:3.51249,327:3.47425,226:3.25723,331:3.22159,211:2.98744,324:2.72369,171:2.5289,95:0.16877,61:0.12083,222:0.0909,112:0.03806,76:0.0368,99:0.02229,373:0.02035,374:0.01946,224:0.01856,375:0.01842,138:0.01689,140:0.01658,87:0.01388,111:0.01326,381:0.00791,232:0.00696,199:0.00467,80:0.00413,297:0.00373,208:0.00337,319:0.00162,186:0.00108,55:0.00099,314:0.00076,31:0.00072,34:0.00067,62:0.00031,73:0.00031,139:0.00013,141:0.00013
204	0	127:16.4944,212:14.4775,123:13.6673,302:12.295,213:12.1378,391:11.6563,49:8.52801,214:7.94509,387:0.66281,386:0.65392,312:0.42381,47:0.25765,292:0.1667,12:0.16356,166:0.14154,193:0.12837,294:0.06965,15:0.06605,168:0.06461
209	0	289:4.67097,20:4.56479,40:4.56142,372:4.55769,385:4.48651,36:4.47137,162:4.42981,115:4.41076,128:4.40779,241:4.39404,380:4.31707,206:4.28,53:4.24666,365:4.23511,234:4.15738,176:4.10503,317:4.09721,113:3.99243,305:3.87254,18:3.79059,85:3.77266,164:3.66293,22:3.65947,203:2.85579
216	0	233:8.0922,372:7.35691,36:7.20112,241:7.13633,128:7.13291,115:7.13116,380:6.9007,234:6.6732,242:6.64732,210:6.55592,113:6.38648,143:6.10088,18:6.07244,85:6.04849,203:4.53877,365:0.00454,40:0.00413,53:0.00386,164:0.00364,317:0.00324,305:0.00315,22:0.00243,206:0.00013,289:4e-05
218	0	156:21.5371,5:21.5079,77:19.2886,281:17.1635,58:8.51363,240:5.21614,321:4.02114,340:2.01688,228:0.73516
220	0	347:10.4268,51:8.13421,215:7.38805,247:6.99209,105:6.78931,28:6.38679,124:5.77157,342:5.40149,207:5.31005,76:5.02131,112:4.98303,284:4.40806,340:4.35108,87:4.06189,195:3.71618,34:3.37908,31:3.37518,324:3.36879,95:0.25185,75:0.21456,232:0.13282,208:0.06704,319:0.03267,334:0.01056,343:0.00759,131:0.00755,91:0.00616,285:0.00427
223	0	99:4.98092,134:4.94021,375:4.67088,374:4.66773,117:4.64338,119:4.58573,91:4.22042,327:4.1891,186:4.15675,314:4.03704,55:4.01251,87:3.92404,226:3.87812,331:3.83916,381:3.31146,324:3.11982,141:3.02159,139:3.0113,121:2.97446,171:2.88522,73:2.82892,80:2.60821,199:2.59356,297:2.56875,62:2.33941,184:0.91467,329:0.70173,342:0.66016,61:0.65881,130:0.55291,9:0.50766,160:0.49157,131:0.47279,343:0.43464,8:0.37129,159:0.36778,313:0.3658,310:0.36073,285:0.27045,230:0.25756,195:0.23828,211:0.21051,284:0.15399
228	0	197:12.5403,376:10.5004,321:8.27575,126:6.44166,157:6.27464,136:6.27132,78:5.95453,38:5.8706,345:5.69158,6:5.58105,282:5.54438,340:5.12502,300:5.11275,327:5.09253,331:4.65901,59:0.29117,215:0.23419,287:0.13107,248:0.12217,198:0.07158,156:0.05657,5:0.05338,77:0.04143,219:0.03999,281:0.02292
231	0	28:11.1522,208:8.9174,112:8.6145,76:8.57335,221:8.27382,334:7.92949,340:7.39964,319:6.96149,285:6.90942,324:5.66157,34:5.62679,31:5.61695,105:2.30455,51:2.03274,247:1.51552,207:1.4039,195:0.58652,284:0.52019
236	106	336:17.6605,57:16.1334,214:12.7875,357:12.7685,307:10.6859,67:9.17065,68:8.11803,62:8.11718,281:3.86598,282:0.69233
236	107	336:20.494,57:18.6521,357:14.464,214:14.406,307:11.7285,62:8.66276,67:5.06786,68:4.4702,281:1.88797,282:0.16648
236	237	336:14.8545,57:13.5904,67:12.9084,68:11.6238,214:10.9914,357:10.9493,307:9.27678,62:7.36315,281:6.44408,282:1.99815
238	0	347:9.69996,215:6.90685,352:6.78616,122:6.5898,399:6.15157,65:6.03843,411:5.96393,97:5.96388,342:5.08386,178:4.97018,348:4.6432,349:4.63933,221:4.55967,203:4.23349,357:4.0197,319:3.90076,87:3.83161,199:2.76862,80:2.75514,202:0.17475,64:0.17331,394:0.08758,103:0.02152,196:0.01411,121:0.00912,343:0.00526,131:0.00472,91:0.0035
239	0	135:17.9721,338:12.8699,26:12.8635,101:12.6872,82:12.6854,181:12.6773,171:7.93048,353:5.16609,354:5.14802
240	0	321:14.2942,157:10.7792,136:10.7379,78:10.1691,38:10.0857,6:9.5027,282:9.45305,340:8.85175,229:7.99393,59:2.43085,5:1.43207,156:1.4296,77:1.10954,219:1.03324,281:0.69723
246	0	320:9.62119,185:8.80538,383:8.63095,95:7.75825,51:7.34302,75:7.27131,105:6.31194,28:5.93094,222:5.78729,219:5.56775,207:5.00451,348:4.68072,349:4.66647,221:4.63551,284:4.25255,195:3.70314,140:0.00944,138:0.00791,388:0.00629,390:0.00445,340:0.00081,111:9e-05,324:9e-05
247	0	384:17.7594,142:15.8457,208:15.1309,334:13.6758,285:12.5405,232:4.30984,213:3.8414,391:3.59463,112:2.36795,76:2.35047,389:1.67768,319:1.62057,381:1.15367,34:1.0944,31:1.07571,141:0.98593,139:0.9755
277	0	153:14.921,192:13.3148,70:11.0453,2:10.8921,114:10.7817,44:10.2903,363:9.75505,47:9.66788,388:2.67363,189:0.9525,369:0.8922,299:0.81168,296:0.76553,344:0.73228,102:0.7299,188:0.71961,307:0.42664,182:0.21402,345:0.14913,300:0.11831,45:0.06151,71:0.05639,297:0.02853
278	0	154:16.0414,182:13.081,3:10.0176,300:9.90396,389:9.39293,103:8.66492,45:7.86627,71:7.5938,297:6.29104,192:2.49574,345:2.28437,369:2.22016,114:1.57896,189:1.49377,307:1.074
280	0	240:19.8689,5:19.5849,156:19.5641,77:17.2247,219:17.1172,58:4.8742,340:0.88838,228:0.68164,321:0.19609
281	0	68:13.8143,59:11.2087,126:9.23966,136:8.91214,157:8.88379,78:8.43414,38:8.33111,6:7.87939,214:6.90519,229:6.628,62:4.35616,237:1.00049,107:0.99258,106:0.98647,321:0.88824,336:0.58948,57:0.51642,340:0.27692,307:0.15682
283	0	61:11.6724,159:9.93016,8:9.90953,222:9.82519,184:9.7759,313:9.54719,342:8.56211,117:7.42336,310:6.94487,195:5.87855,211:5.79969,373:1.54917,138:1.22772,140:1.223,119:0.19906,331:0.13251,226:0.13094,171:0.06771,98:0.03348,86:0.03276,120:0.03087,325:0.03051,296:0.02575,72:0.02031,170:0.01469,374:0.00265,99:0.00247,224:0.00189,327:0.00166,375:0.0013,87:0.00126,324:0.00058,381:0.00045,297:0.00027
284	0	232:5.83681,329:4.70628,130:4.18856,160:4.07874,9:4.06931,208:4.04711,131:4.00505,343:3.90175,76:3.89362,112:3.86315,134:3.77356,334:3.62824,375:3.55509,374:3.54709,91:3.21872,186:3.18151,319:3.08657,55:3.07192,314:3.06275,230:2.85512,381:2.53101,34:2.44739,31:2.42717,141:2.33825,139:2.33303,121:2.30216,73:2.18201,199:2.05912,80:2.02106,62:1.83104,28:0.31588,207:0.19577,221:0.16801,99:0.16216,340:0.14644,224:0.12289,327:0.10222,87:0.09724,117:0.09512,226:0.08771,310:0.08744,331:0.08416,119:0.07953,195:0.05226,324:0.04754,211:0.04269,171:0.04224,297:0.0275
286	0	322:25.6472,198:24.5267,215:23.2189,331:13.8664,376:5.04913,299:2.32477,345:1.92517,300:1.65975,327:1.50567,229:0.27625
288	0	316:5.95921,108:5.73953,137:5.62468,40:5.45222,385:5.42486,20:5.41619,162:5.29091,380:5.16276,206:5.09046,53:5.07546,365:5.04279,176:4.93104,317:4.89905,210:4.89689,113:4.75585,305:4.65025,85:4.48094,22:4.3789,164:4.35693,203:3.37028,371:0.00027,190:0.00022,308:0.00013,234:9e-05,372:9e-05
290	291	14:26.7034,11:26.6427,13:23.3378,10:23.3161
290	293	11:26.6508,14:26.6315,10:23.3774,13:23.3403
291	0	12:11.1528,390:10.6635,387:10.3943,166:10.3859,386:10.3235,193:9.85359,312:8.1928,294:7.51754,15:7.34563,168:7.33624,47:6.56761,302:0.19263,49:0.07392
293	0	12:10.7218,292:10.7212,390:10.2564,386:10.0393,166:9.98929,387:9.96835,193:9.48931,312:7.95308,168:7.15641,15:7.13844,47:6.41281,302:0.11233,49:0.0412
295	0	79:4.28647,54:4.28018,283:4.28,158:4.27339,7:4.27169,120:4.27074,325:4.27047,373:4.2702,118:4.26993,98:4.26454,86:4.24855,326:4.23934,299:4.09658,277:3.87641,1:3.87488,102:3.87057,43:3.84999,152:3.84936,344:3.84864,188:3.80496,140:3.74251,138:3.70827,72:3.60789,388:3.47052,170:3.17392
296	0	154:4.74547,182:3.81018,114:3.28724,189:3.28302,369:3.16376,345:3.13617,99:3.13586,134:3.12782,117:2.9475,374:2.92557,375:2.92413,119:2.89192,224:2.81382,300:2.77612,3:2.75828,91:2.67871,327:2.65085,186:2.61854,389:2.60403,314:2.54728,55:2.54013,87:2.47511,226:2.4668,103:2.42425,331:2.41517,45:2.10922,381:2.07858,307:2.07175,71:2.05575,324:1.97644,141:1.9316,139:1.91506,121:1.85984,171:1.83355,73:1.78579,199:1.65458,80:1.65247,62:1.48397,279:0.48465,192:0.24089,184:0.21474,329:0.15192,342:0.14976,130:0.11701,9:0.10402,160:0.10303,131:0.09575,343:0.09337,310:0.07513,61:0.06488,278:0.05927,153:0.05769,285:0.05284,230:0.05172,195:0.047,211:0.04022,159:0.03532,313:0.03451,8:0.03437,70:0.03069,2:0.02665,44:0.02462,47:0.02071,363:0.01928,284:0.01361
298	0	296:11.4622,277:11.2952,1:11.2769,152:11.2756,43:11.2587,102:11.2179,344:11.2087,188:11.0331,388:9.97181
299	0	197:11.9137,376:9.94238,154:7.69589,182:6.26911,114:5.56478,189:5.49181,345:5.31055,369:5.29595,3:4.77728,327:4.64971,389:4.48719,331:4.2778,229:4.2153,103:4.19445,45:3.76893,307:3.69721,71:3.63215,297:3.01409,287:0.75551,279:0.4403,215:0.29652,192:0.20791,198:0.0262,278:0.01878,153:0.01851,70:0.0093,44:0.00885,2:0.00804,47:0.00616,363:0.00566
301	302	127:7.88802,205:6.95228,212:6.8337,123:6.46327,232:6.06512,105:5.76177,28:5.4564,391:5.41318,312:4.90368,207:4.50741,76:4.30948,112:4.30215,221:4.13334,49:3.87169,340:3.70993,214:3.61746,319:3.52763,195:3.1856,34:2.89484,324:2.87933,31:2.87583,75:0.05639,51:0.04947,387:0.04624,166:0.04453,386:0.04314,193:0.04287,247:0.04075,213:0.03604,168:0.02161,208:0.01973,334:0.01622,47:0.01496,284:0.01272,95:0.00099,292:0.00081,12:0.00076,294:0.00036,15:0.00027,285:4e-05
301	303	246:7.79007,311:7.77748,46:7.77438,27:7.76648,204:7.76266,332:7.75938,48:7.75672,165:7.75403,339:7.74819,50:7.74536,74:7.72752,323:7.72352,318:6.91422
304	0	198:3.56691,137:3.5443,289:3.51402,40:3.45776,20:3.43031,385:3.42141,36:3.3568,162:3.34826,166:3.27686,380:3.23521,53:3.19877,206:3.19706,227:3.18879,365:3.17796,193:3.14098,234:3.11083,176:3.08284,317:3.07138,210:3.0637,302:3.0335,113:3.01103,18:2.84927,85:2.83027,164:2.75348,22:2.74107,312:2.65503,178:2.4415,207:2.43876,189:2.36566,369:2.2979,203:2.11416,42:2.08572,310:2.0677,226:1.93079
306	0	192:11.2788,182:10.1198,114:9.02254,189:8.9662,369:8.70253,345:8.64879,300:7.8013,389:7.3756,45:6.1774,71:6.01937,297:5.02253,278:1.90347,153:1.87745,154:1.64196,2:0.95942,44:0.88753,47:0.77977,363:0.75618,279:0.69189,3:0.61321,103:0.48775,70:0.2665
309	0	198:4.6152,166:4.19741,227:4.09672,193:3.97886,176:3.92017,302:3.85354,305:3.68283,159:3.58794,8:3.58654,18:3.56264,184:3.56255,85:3.5612,313:3.45848,22:3.41499,164:3.40317,312:3.28733,342:3.13024,178:3.01701,207:3.01121,189:2.89529,369:2.80457,117:2.66738,119:2.64321,42:2.52252,284:2.50149,327:2.45979,226:2.30293,331:2.28311,195:2.12,211:2.08869,324:1.92032,171:1.79123,292:0.01501,12:0.01451,61:0.01258,222:0.00876,359:0.00297,99:0.00243,224:0.00171,374:0.00162,375:0.00162,373:0.00153,87:0.00148,17:0.00139,140:0.0013,138:0.00121,381:0.00067,83:0.00049,123:0.00045,297:0.00045,80:0.0004,199:0.00036,142:0.00031,186:9e-05,55:4e-05,314:4e-05
311	0	292:5.67932,12:5.64485,61:5.38923,166:5.27388,387:5.23614,386:5.22908,193:4.99242,159:4.52291,222:4.48948,8:4.48427,184:4.48395,313:4.36421,342:3.9177,294:3.79067,168:3.71456,15:3.6964,117:3.40137,47:3.32395,119:3.32211,49:3.23399,310:3.19459,284:3.19063,195:2.69439,211:2.65575,140:0.01712,138:0.01676,390:0.01411,205:0.01042,302:0.00723,99:0.00211,87:0.00157,327:0.00126,226:0.00103,331:0.00058,171:0.00049,324:0.00031,373:0.00031,72:0.00027,120:0.00022,296:0.00022,374:4e-05,375:4e-05
313	0	329:4.73095,130:4.16241,160:4.08032,9:4.06302,131:4.00784,343:3.84725,134:3.77585,99:3.75558,374:3.52085,375:3.50795,119:3.45615,224:3.36426,91:3.21553,327:3.15675,186:3.13262,55:3.0437,285:2.9785,87:2.93703,331:2.9054,226:2.89717,230:2.81283,381:2.50239,324:2.35582,141:2.29277,139:2.29205,121:2.23454,171:2.19522,73:2.13775,80:1.98336,199:1.97384,297:1.95083,62:1.78309,159:0.53161,8:0.52433,184:0.51512,342:0.35255,117:0.26425,310:0.24183,284:0.22602,195:0.15525,211:0.13543
315	0	371:11.1682,190:10.3642,308:10.3523,17:9.59733,108:8.87795,137:8.75258,83:8.61563,20:8.40507,162:8.24614,206:7.92716,176:7.68892,35:0.00094,133:0.00081,385:0.00072,216:0.00063,40:0.00054,305:0.00054,289:0.0004
318	0	352:5.7828,232:5.70789,122:5.56254,196:5.54038,394:5.40522,65:5.09064,97:5.07051,28:5.05649,124:4.6321,178:4.18941,208:4.10476,112:3.96875,76:3.94916,221:3.82002,334:3.64747,203:3.50238,340:3.36161,285:3.16835,103:3.03507,34:2.62151,324:2.6176,31:2.59895,121:2.47907,80:2.22749,199:2.21652,105:0.1033,411:0.09688,400:0.06727,207:0.05967,349:0.05891,348:0.05603,64:0.04525,202:0.043,51:0.03231,399:0.02408,247:0.02215,195:0.01901,357:0.00791,284:0.00755
323	0	232:4.87285,105:4.66351,28:4.32453,207:3.49856,208:3.41216,112:3.28517,76:3.26765,99:3.18915,221:3.15334,117:3.00164,374:2.99657,375:2.97441,119:2.95258,224:2.85413,310:2.80623,340:2.73748,327:2.71299,186:2.67817,55:2.61333,319:2.59158,314:2.5896,87:2.50985,226:2.50827,331:2.49183,195:2.31048,211:2.26837,381:2.16377,31:2.0597,34:2.04883,139:1.96525,141:1.96373,171:1.87903,199:1.71448,80:1.71228,297:1.69327,62:1.52266,51:0.31121,247:0.22956,159:0.15569,184:0.15475,8:0.15309,313:0.15143,342:0.10294,334:0.09346,160:0.07531,9:0.07064,284:0.06785,131:0.06515,134:0.06241,343:0.06097,95:0.04386,91:0.04332,285:0.03613,75:0.03559,61:0.02939,222:0.02143,121:0.01959,73:0.01146,329:0.00773,130:0.0062,230:0.00341
326	0	99:5.12619,375:4.79112,117:4.77692,374:4.74632,119:4.70323,224:4.55405,310:4.42972,186:4.23583,55:4.15733,314:4.14619,87:4.00496,226:3.98164,331:3.97059,195:3.66248,211:3.59351,381:3.43202,324:3.22317,139:3.14655,141:3.12696,171:2.99239,80:2.71358,199:2.70248,297:2.66729,62:2.3994,8:0.89903,159:0.89647,184:0.88011,313:0.8736,342:0.62206,61:0.5082,9:0.46839,160:0.46569,131:0.44628,284:0.40804,343:0.39919,134:0.39007,222:0.36472,91:0.29692,285:0.24426,329:0.16455,130:0.12181,121:0.11719,73:0.09706,230:0.05248
328	0	130:6.84467,160:6.6728,9:6.66979,131:6.60319,343:6.32542,134:6.21596,91:5.27851,186:5.19889,55:5.09469,314:5.00361,285:4.93643,230:4.62774,139:3.79306,141:3.78092,121:3.75338,73:3.56111,80:3.33083,199:3.32215,62:2.96606,99:0.71494,375:0.61941,374:0.61927,224:0.54931,327:0.48497,87:0.44291,117:0.43523,331:0.42458,226:0.42264,119:0.37155,381:0.28591,324:0.25967,171:0.22822,297:0.16221
