325	Shadow Punch	Deals damage and bypasses accuracy checks to always hit, unless the target is in the semi-invulnerable turn of a move such as Dig or Fly.	
326	Extrasensory	Deals damage and has a 10% chance of causing the target to flinch. Damage is doubled against a target that used Minimize.	
327	Sky Uppercut	Deals damage and can hit Pokémon during the semi-invulnerable turns of Fly and Bounce.	
328	Sand Tomb	Deals damage and inflicts 1/16 of the target's max HP as damage for 2-5 turns. Prevents the target from switching out or fleeing.	
329	Sheer Cold	A one-hit KO move. This move is 1% more accurate for each level above the target. Fails if target is higher level.	
330	Muddy Water	Deals damage and has a 30% chance of lowering each target's accuracy by one stage.	
331	Bullet Seed	Hits 2-5 times in one turn. Two: 37.5%, Three: 37.5%, Four: 12.5%, Five: 12.5%. Any of the hits can be a critical hit.	
332	Aerial Ace	Deals damage and bypasses accuracy checks to always hit, unless the target is in the semi-invulnerable turn of a move such as Dig or Fly.	
333	Icicle Spear	Hits 2-5 times in one turn. Two: 37.5%, Three: 37.5%, Four: 12.5%, Five: 12.5%. Any of the hits can be a critical hit.	
334	Iron Defense	Raises the user's Defense stat by two stages.	
335	Block	Prevents the target from switching out or fleeing. A Pokémon can still flee if it has Run Away or holding a Smoke Ball.	
336	Howl	Raises the user's Attack stat by one stage.	
337	Dragon Claw	Deals damage and has no secondary effect.	
338	Frenzy Plant	Deals damage and then forces the user to recharge during the next turn.	
339	Bulk Up	Raises the user's Attack stat and Defense stat by one stage each.	
340	Bounce	Attacks on 2nd turn with a 30% chance of paralyzing target. Can still be hit by Gust, Sky Uppercut, Thunder, and Twister.	
341	Mud Shot	Deals damage and then lowers the target's Speed stat by one stage.	
342	Poison Tail	Deals damage and has a 10% chance of poisoning the target. It also has an increased critical hit ratio. (+1 stage = 1/8 or 12.5%)	
343	Covet	Steals the target's held item, if it has one. An item cannot be stolen if the target has Sticky Hold.	
344	Volt Tackle	The user receives recoil damage equal to 1/3 of the damage dealt.	
345	Magical Leaf	Deals damage and bypasses accuracy checks to always hit, unless the target is in the semi-invulnerable turn of a move such as Dig or Fly.	
346	Water Sport	Reduces the power of Fire moves by 50% for all Pokémon in the battle. This effect last until the user switches out.	
347	Calm Mind	Raises the user's Special Attack and Special Defense stats by one stage each.	
348	Leaf Blade	Deals damage and has an increased critical hit ratio. (+1 stage = 1/8 or 12.5%)	
349	Dragon Dance	Raises the user's Attack stat and Speed stat by one stage each.	
350	Rock Blast	Hits 2-5 times in one turn. Two: 37.5%, Three: 37.5%, Four: 12.5%, Five: 12.5%. Any of the hits can be a critical hit.	
351	Shock Wave	Deals damage and bypasses accuracy checks to always hit, unless the target is in the semi-invulnerable turn of a move such as Dig or Fly.	
352	Water Pulse	Deals damage and has a 20% chance of confusing the target.	
353	Doom Desire	Locks in damage when used based on Atk of user and Def of target. After 2 turns, deals damage to the current enemy. Attack is typeless: cannot STAB, hits Wonder Guard.	
354	Psycho Boost	Deals damage and lowers the user's Special Attack stat by two stages.	
