# id	animation	w	h	x	y	durations
198	faint	40	32	2	7	8,12,4,10
199	idle	24	48	5	3	20,8,12,12,8,20,8,12,12,8
199	walk	24	48	5	3	10,12,10,12
199	sleep	24	40	4	5	30,35
200	idle	24	48	4	4	10,10,10,10,10,10,10,10
200	walk	24	48	4	4	6,6,6,6,6,6,6,6
200	sleep	24	48	4	4	16,12,16,16,12,16
200	faint	32	40	4	4	8,12,4,10
201	idle	24	40	5	8	20,8,20,8
201	walk	32	48	1	7	6,6,5,5,6,6,6,5,5,6
201	sleep	24	40	5	7	30,4,35,4
202	idle	24	40	4	6	40,4,4,4,4,4,4,4,4
202	walk	24	32	4	9	8,10,8,10
202	sleep	24	40	6	5	30,35
203	idle	32	48	0	3	30,12,4,4,4,4,4,12
203	walk	32	48	0	3	8,10,8,10
203	sleep	32	32	0	8	30,35
204	idle	24	32	4	9	26,22
204	walk	24	40	4	7	8,8,8,8,8,8
204	sleep	24	40	4	8	8,8,26,8,8,26
205	idle	32	40	0	8	40,8,20,8
205	walk	24	40	4	8	6,6,6,6,6,6,6,6
205	sleep	24	40	4	8	8,8,26,8,8,26
206	idle	32	24	0	8	36,19
206	walk	32	40	0	3	8,6,6,6,6
206	sleep	32	24	-1	10	30,35
207	idle	32	56	1	3	8,10,8,10
207	walk	32	64	1	0	6,4,4,4,8,4,4,4
207	sleep	32	32	1	7	30,35
207	faint	40	56	-2	-5	8,12,4,10
208	idle	64	112	-16	-6	18,8,18,8
208	walk	72	112	-20	-6	10,14,10,14
208	sleep	48	48	-10	1	30,35
209	idle	24	40	5	6	30,2,3,4,3,2
209	walk	24	32	5	9	6,8,6,8
209	sleep	24	32	4	9	30,35
210	idle	32	40	1	6	40,30
210	walk	24	40	5	6	8,12,8,12
210	sleep	24	32	4	8	30,35
211	idle	32	40	0	7	12,10,10,10,12,10,10
211	walk	32	32	0	10	8,8,8,8
211	sleep	24	40	4	7	8,8,26,8,8,26
212	idle	32	64	2	-6	30,2,3,3,3,2
212	walk	40	48	-3	2	8,10,8,10
212	sleep	40	40	-5	5	30,35
213	idle	32	32	0	4	40,14,20,14
213	walk	32	32	0	4	14,8,14,8
213	sleep	24	24	4	10	30,35
214	idle	40	56	-4	1	30,8,4,8,4,8
214	walk	32	56	0	1	8,12,8,12
214	sleep	40	24	-3	11	30,35
215	idle	32	56	1	0	40,1,2,4,2,2,1
215	walk	32	48	1	3	8,10,8,10
215	sleep	24	40	5	7	30,35
215	faint	40	40	-1	5	8,12,4,10
216	idle	24	32	4	8	40,12,8,12,8,20
216	walk	24	32	4	8	8,10,8,10
216	sleep	24	32	4	8	30,35
217	idle	40	56	-3	0	60,10,2,2,2,2,2,2,2,2,2,2,2,10
217	walk	32	48	1	4	8,10,8,10
217	sleep	32	40	1	7	30,35
218	idle	32	40	0	3	10,6,34,6
218	walk	32	40	0	3	14,8,16,8
218	sleep	24	24	4	9	30,35
219	idle	32	40	0	3	30,12
219	walk	40	40	-4	3	8,12,8,12
219	sleep	32	32	0	6	30,35
220	idle	24	24	4	11	36,6,6,6,6,6,6
220	walk	24	24	4	11	8,8,8,12
220	sleep	24	24	6	9	30,35
221	idle	32	32	0	9	40,8,8,8,8
221	walk	32	32	0	9	8,10,8,10
221	sleep	32	32	0	8	30,35
222	idle	24	32	5	9	52,4,4
222	walk	24	32	5	9	8,10,8,10
222	sleep	24	32	5	9	30,35
223	idle	24	40	4	8	8,8,10,10,8,8,10,10
223	walk	24	40	4	6	8,8,8,8
223	sleep	24	24	4	14	8,8,26,8,8,26
224	idle	32	32	0	6	24,20
224	walk	40	40	-4	2	10,12,8,16,8
224	sleep	32	32	0	6	30,35
224	faint	40	32	-2	5	10,8,20,4,12
225	idle	32	40	1	6	12,12,12,12
225	walk	32	40	0	6	8,10,8,10
225	sleep	24	32	4	8	30,35
226	idle	64	72	-16	-8	12,12,12,12,12,12,12,12
226	walk	64	72	-16	-8	6,6,8,8,6,6,6,8,8,6
226	sleep	48	48	-8	5	16,12,16,16,12,16
227	idle	40	64	-4	-2	40,4,4,4,4,4,4
227	walk	40	72	-4	-2	4,4,4,4,8,8,8,8,8
227	sleep	32	48	-2	4	30,35
228	idle	32	48	0	0	60,10,2,2,2,2,2,2,2,2,2,2,2,10
228	walk	32	40	0	3	8,10,8,10
228	sleep	24	24	2	12	30,35
228	faint	32	32	1	6	8,12,4,10
229	idle	40	64	-3	-6	60,10,2,2,2,2,2,2,2,2,2,2,2,10
229	walk	40	56	-3	-3	8,12,8,12
229	sleep	32	32	-1	7	30,35
230	idle	40	72	-4	-3	6,6,6,6,6,6,6,6,6,6,6,6
230	walk	40	64	-4	0	8,10,8,10
230	sleep	24	64	4	3	16,12,16,16,12,16
231	idle	32	40	0	3	40,8,20,8
231	walk	32	32	0	8	6,8,6,8
231	sleep	24	24	4	9	30,35
231	faint	40	24	0	12	8,12,4,10
232	idle	40	56	-5	-3	40,8,20,8
232	walk	40	32	-4	9	8,10,8,10
232	sleep	32	24	1	10	30,35
233	idle	32	40	0	6	12,8,12,8
233	walk	32	48	0	4	10,10,10,10
233	sleep	24	40	4	7	16,12,16,16,12,16
234	idle	40	48	-3	1	60,10,2,2,2,2,2,2,2,2,2,2,2,10
234	walk	40	64	-3	-6	6,6,6,6,6,6
234	sleep	24	40	4	5	30,35
235	idle	32	40	0	6	36,16
235	walk	32	40	0	6	8,8,8,8
235	sleep	24	32	4	10	30,35
235	faint	40	40	0	3	8,12,4,10
236	idle	24	48	4	3	30,1,2,4,4,2,1
236	walk	24	40	4	7	8,10,8,10
236	sleep	24	32	4	8	30,35
237	idle	24	56	4	-1	30,2,2,2,2,2,2,2
237	walk	24	40	4	6	8,10,8,10
237	sleep	24	32	3	8	30,35
238	idle	24	40	4	6	40,6,6,6,6
238	walk	24	32	4	9	8,10,8,10
238	sleep	24	32	4	9	30,35
239	idle	32	56	0	0	30,4,6,4
239	walk	32	48	0	4	6,10,6,10
239	sleep	32	40	0	6	30,35
240	idle	24	48	3	3	30,2,3,4,3,2
240	walk	24	40	3	6	8,10,8,10
240	sleep	24	32	3	10	30,35
240	faint	40	40	1	4	8,12,4,10
241	idle	32	48	0	3	40,8,3,5,3,8
241	walk	32	40	0	6	8,10,8,10
241	sleep	32	40	-1	6	30,35
242	idle	32	40	0	7	30,10
242	walk	32	40	0	7	8,10,8,10
242	sleep	32	32	0	10	30,35
243	idle	56	48	-13	2	60,10,2,2,2,2,2,2,2,2,2,2,2,10
243	walk	40	48	-5	2	8,10,8,10
243	sleep	32	40	0	4	30,35
244	idle	48	56	-8	-1	60,10,2,2,2,2,2,2,2,2,2,2,2,10
244	walk	40	56	-4	-1	10,12,10,12
244	sleep	32	40	0	6	30,35
245	idle	48	48	-8	2	60,10,2,2,2,2,2,2,2,2,2,2,2,10
245	walk	40	48	-4	2	10,12,10,12
245	sleep	32	32	0	8	30,35
246	idle	24	48	4	2	30,1,2,4,2,1,16,1,2,4,2,1
246	walk	24	32	4	9	6,8,6,8
246	sleep	24	32	3	8	30,35
246	faint	32	24	3	10	8,12,4,10
247	idle	24	56	5	2	4,4,4,12,6,4,4,36
247	walk	32	56	1	0	6,6,6,6,6
247	sleep	24	48	2	7	8,8,26,8,8,26
248	idle	40	48	-3	3	14,24,14,24
248	walk	40	48	-3	3	10,16,10,16
248	sleep	32	40	-1	7	30,35
249	idle	72	96	-20	-3	30,30
249	walk	80	96	-24	-9	4,4
249	sleep	56	80	-13	-1	30,35
250	idle	72	112	-20	-16	12,10,12,10,12
250	walk	72	112	-20	-16	8,6,8,6,8
250	sleep	56	56	-6	0	30,35
251	idle	24	56	5	4	8,7,6,6,6,7
251	walk	24	48	5	6	4,4,4,4,4,4,4,4
251	sleep	24	56	2	4	8,8,26,8,8,26
251	faint	32	48	3	0	8,12,4,10
252	idle	32	32	0	0	60
252	walk	32	32	0	0	60
277	idle	32	40	0	6	40,4,2
277	walk	32	32	0	7	6,10,6,10
277	sleep	32	32	-2	8	30,35
277	faint	32	32	3	8	8,12,4,10
278	idle	32	40	0	6	18,12
278	walk	32	56	0	0	8,6,6,6,8
278	sleep	32	32	0	8	30,35
279	idle	40	40	-5	6	40,30
279	walk	32	48	-1	2	10,8,10,8
279	sleep	32	32	-2	9	30,35
280	idle	24	40	4	5	30,3,4,3,3
280	walk	24	32	4	8	8,8,8,8
280	sleep	24	32	3	9	30,35
280	faint	32	32	3	8	8,12,4,10
281	idle	24	48	4	4	40,4,6,6,4
281	walk	24	48	4	3	8,10,8,10
281	sleep	32	32	-2	9	30,35
282	idle	32	56	0	0	30,30
282	walk	32	56	0	0	8,10,8,10
282	sleep	40	32	-6	8	30,35
283	idle	24	40	5	5	38,2,2,5,3,3,2
283	walk	32	40	1	4	4,6,4,6,6,4
283	sleep	24	24	5	12	30,35
283	faint	32	32	3	8	8,12,4,10
284	idle	24	32	4	8	36,16,36,16
284	walk	24	32	4	8	8,10,8,10
284	sleep	24	16	4	15	30,35
285	idle	32	64	0	-4	40,1,2,4,2,2
285	walk	32	48	0	2	8,10,8,10
285	sleep	32	32	0	8	30,35
285	faint	40	48	0	0	8,12,4,10
286	idle	24	40	4	5	40,8,5,8,5,8
286	walk	32	48	0	1	4,4,4,4,4
286	sleep	24	24	4	12	30,35
286	faint	32	48	4	-1	8,12,4,10
287	idle	48	48	-8	1	40,8,5,8,5,8
287	walk	32	40	0	5	10,10,10,10
287	sleep	24	32	4	7	30,35
287	faint	48	48	0	1	8,12,4,10
288	idle	32	40	1	3	40,2,4,4,4,2
288	walk	40	40	-3	2	6,4,4,2,4,4,4
288	sleep	32	24	0	10	30,35
289	idle	48	40	-7	0	60,10,2,2,2,2,2,2,2,2,2,2,2,10
289	walk	40	40	-3	2	8,6,6,6,6,6
289	sleep	32	32	0	5	30,35
290	idle	24	32	4	6	30,12,4,4,4,4,4,4
290	walk	32	48	0	2	8,2,4,6,4,2
290	sleep	24	24	4	9	30,35
291	idle	32	40	0	5	2,2,120
291	walk	32	40	0	5	2,2,120
291	sleep	24	24	4	9	30,35
292	idle	40	64	-3	0	10,10,10,10
292	walk	40	64	-3	0	8,8,8,8,8,8,8,8,8,8,8,8
292	sleep	32	40	0	6	30,35
293	idle	32	32	0	7	2,2,120
293	walk	32	32	0	7	2,2,120
293	sleep	24	24	4	9	30,35
294	idle	32	56	0	3	6,4,4,6,4,4
294	walk	32	56	0	3	2,2,2,2,2,2,2,2,2,2,2,2
294	sleep	32	32	0	10	30,35
295	idle	24	24	5	10	24,18,24,18
295	walk	24	24	5	10	8,10,8,10
295	sleep	24	16	5	14	30,35
296	idle	32	48	0	3	40,1,2,3,4,2,1,10
296	walk	32	40	0	6	6,10,6,10
296	sleep	32	32	-1	7	30,35
297	idle	32	48	0	3	40,20
297	walk	32	48	0	3	8,12,8,12
297	sleep	32	40	-1	7	30,35
298	idle	24	32	4	9	36,18
298	walk	24	40	4	7	8,4,6,4,8,4,6,4
298	sleep	24	24	3	12	30,35
299	idle	32	48	0	3	60,10,2,2,2,2,2,2,2,2,2,2,2,10
299	walk	32	48	0	3	6,10,6,10
299	sleep	24	40	4	6	30,35
300	idle	40	56	-3	-2	24,4,4,4,24,4,4,4
300	walk	40	48	-3	2	8,4,4,4,8,4,4,4
300	sleep	32	32	1	8	30,35
301	idle	24	24	4	8	40,4,2,4,2
301	walk	24	24	4	8	8,10,8,10
301	sleep	24	24	4	9	30,35
302	idle	40	48	-3	4	8,8,8,9
302	walk	40	48	-3	4	4,4,4,4
302	sleep	32	48	1	4	8,8,26,8,8,26
303	idle	24	56	4	5	8,4,4,4,4,8,8,4,4,4,4,8
303	walk	24	56	4	5	4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
303	sleep	24	48	3	8	12,12,16,12,12,16
304	idle	32	32	1	6	30,4,6,4,4
304	walk	32	32	1	6	6,4,4,4,4
304	sleep	24	16	4	14	30,35
305	idle	32	64	1	-8	40,3,3,3,3,3,3,3,3,3,3,3,3,3
305	walk	32	32	1	7	6,10,6,10
305	sleep	32	24	0	10	30,35
306	idle	24	24	4	10	40,4,4,4,4
306	walk	24	24	4	10	8,10,8,10
306	sleep	24	24	4	10	30,35
307	idle	40	48	-3	4	8,4,4,4,4,4,8,4,4,4,4,4
307	walk	40	48	-3	3	8,12,8,12
307	sleep	32	32	0	9	30,35
308	idle	32	48	1	3	4,8,14,4,5,6,8,14,6
308	walk	40	48	-3	3	10,10,12,14,12,10,10,12,14,12,10
308	sleep	32	32	-2	8	30,35
308	faint	32	40	0	0	10,2,6,4,2,1,3,4,4
309	idle	32	48	0	5	6,8,6,8,6,8,6,8,10,10,10,10,10,10,10,10,10,10
309	walk	32	40	0	8	8,10,8,10
309	sleep	32	24	-1	9	30,35
310	idle	32	40	0	8	10,10
310	walk	32	40	0	8	10,4,8,10,4,8
310	sleep	32	32	0	8	30,35
311	idle	32	32	0	5	8,16,8,16
311	walk	32	32	0	5	6,6,6,6,6,6,6,6,6
311	sleep	32	24	0	7	30,35
312	idle	40	48	-3	3	8,8,8,8
312	walk	40	48	-3	3	6,6,6,6,6,6,6,6
312	sleep	32	24	0	10	30,35
313	idle	32	40	1	6	16,10,16,16,10,10,16
313	walk	32	40	1	6	8,6,6,8,6,6,6
313	sleep	24	40	4	8	16,12,16,16,12,16
314	idle	72	104	-20	-16	24,12,12,24,12,12
314	walk	72	104	-20	-16	10,8,6,6,8,8,10,8,6,6,6,8
314	sleep	72	80	-8	-2	16,12,16,16,12,16
315	idle	32	40	0	6	40,8,6,8
315	walk	40	48	-4	2	4,5,6,6,6,5,4
315	sleep	32	32	-1	9	30,35
315	faint	32	40	2	5	8,12,4,10
316	idle	32	48	1	3	60,10,5,5,5,5,5,5,10
316	walk	32	48	1	3	8,10,8,10
316	sleep	24	32	3	9	30,35
316	faint	40	40	-2	5	8,12,4,10
317	idle	32	48	0	3	40,2,6,2
317	walk	32	40	0	5	8,10,8,10
317	sleep	32	32	-2	10	30,35
318	idle	32	40	1	8	8,8,8,8,8,8
318	walk	32	48	1	4	6,6,6,4,4,4,4,4,4,4,4,6,6,6,6,6
318	sleep	24	48	4	3	8,8,16,8,8,8,8,16,8,8
319	idle	24	40	4	7	8,8
319	walk	24	48	4	7	8,8,8,8,8,8,8,8
319	sleep	24	48	4	6	16,12,16,16,12,16
320	idle	32	56	0	-2	30,6,4,4,4,4,4,6
320	walk	32	40	0	5	8,10,8,10
320	sleep	32	24	-2	12	30,35
321	idle	32	40	1	3	40,20,20,20
321	walk	40	32	-3	7	8,10,8,10
321	sleep	24	24	4	11	30,35
322	idle	32	40	0	5	40,12
322	walk	24	40	4	5	6,8,6,8
322	sleep	24	40	4	4	30,35
323	idle	32	32	1	6	12,10,10,12,10,10
323	walk	32	32	1	6	8,6,6,8,6,6
323	sleep	24	32	5	7	16,12,16,16,12,16
324	idle	32	48	1	4	10,10,10,10,10,10,10,10,10,10
324	walk	32	48	1	4	8,6,6,6,8,8,6,8,8
324	sleep	32	48	0	4	20,12,12,20,12,12
325	idle	24	40	4	9	34,8,8,8,8,8,8,8
325	walk	24	40	4	9	8,8,8,8,8,8,8,8,8,8,8,8
325	sleep	24	32	4	11	16,12,16,16,12,16
326	idle	32	32	1	7	24,12
326	walk	32	32	1	7	8,10,8,10
326	sleep	24	24	4	10	30,35
327	idle	32	40	0	4	24,12,24,12
327	walk	32	40	0	4	8,10,8,10
327	sleep	32	32	1	7	30,35
328	idle	32	40	0	7	12,14,12,14
328	walk	32	48	0	5	8,10,8,10,8,10,8,10
328	sleep	24	48	1	6	16,12,16,16,12,16
329	idle	72	80	-17	-5	40,8,8,8
329	walk	72	80	-17	-5	8,8,8,8,8,8
329	sleep	48	72	-4	0	30,35
330	idle	32	48	0	4	8,26,8,36
330	walk	32	48	0	4	6,6,6,6
330	sleep	32	48	0	4	8,8,26,8,8,26
331	idle	32	48	0	6	16,16,16,16
331	walk	32	56	0	3	10,8,8,8,10,8,8,8
331	sleep	32	48	-1	5	8,8,26,8,8,26
332	idle	32	32	1	8	40,8,10,8
332	walk	32	32	1	7	8,10,8,10
332	sleep	32	24	2	11	30,35
333	idle	40	48	-3	1	40,4,4,4,4,4,4,4,4
333	walk	40	48	-3	4	4,6,6,6,4,6,6,6
333	sleep	32	32	1	8	30,35
334	idle	32	72	1	-2	8,9,8,8,11,8,8
334	walk	32	64	1	0	8,8,8,8
334	sleep	32	64	0	2	16,12,16,16,12,16
335	idle	32	48	0	3	2,2,2,2,20,4,4,4,2,2,2,2,20,4,4,4
335	walk	32	40	0	6	8,10,8,10
335	sleep	32	40	0	7	30,35
336	idle	40	56	-2	-1	26,2,4,4,2,1,26,1,4,4,2,1
336	walk	40	48	-2	2	8,10,8,10
336	sleep	32	40	0	6	30,35
337	idle	32	40	1	4	60,10,2,2,2,2,2,2,2,2,2,2,2,10
337	walk	32	32	1	7	8,10,8,10
337	sleep	24	24	4	11	30,35
337	faint	40	24	0	10	8,12,4,10
338	idle	40	48	-3	2	60,10,2,2,2,2,2,2,2,2,2,2,2,10
338	walk	32	48	1	2	8,10,8,10
338	sleep	24	32	6	9	30,35
339	idle	40	40	-3	3	40,8,12,8
339	walk	32	32	1	7	8,10,8,10
339	sleep	24	24	5	10	30,35
340	idle	40	48	-3	0	8,20,8,20
340	walk	32	40	1	4	8,10,8,10
340	sleep	24	40	5	4	30,35
341	idle	32	32	1	8	16,6,6,6,6,6
341	walk	32	32	1	8	6,6,6,6,6,6
341	sleep	24	24	3	12	30,35
342	idle	40	40	-3	4	40,14,18,14
342	walk	40	40	-3	4	6,6,8,6,6
342	sleep	40	24	-4	11	30,35
343	idle	40	48	-3	0	40,2,8,8,8,8,8,4
343	walk	48	56	-7	-4	8,6,6,6,6,6,6
343	sleep	32	24	3	12	30,35
344	idle	32	32	1	8	40,10,16,10
344	walk	32	32	1	7	8,10,8,10
344	sleep	32	32	-1	7	30,35
345	idle	32	64	1	-3	40,2,4,4,4,2
345	walk	32	56	1	0	8,10,8,10
345	sleep	40	32	-7	7	30,35
346	idle	24	40	5	5	40,6,6,6
346	walk	24	32	5	8	8,10,8,10
346	sleep	24	32	4	7	30,35
347	idle	32	64	0	0	6,6,6,6,6,6,6,6
347	walk	32	64	0	0	6,6,6,6,6,6,6,6
347	sleep	32	48	0	3	30,35
348	idle	24	48	5	7	8,8,8,8,8,8,8,8
348	walk	24	48	5	7	6,6,6,6,6,6,6,6
348	sleep	24	48	4	7	16,12,16,16,12,16
349	idle	32	48	0	6	8,8,8,8,8,8
349	walk	32	48	0	6	6,6,6,6,6,6,6,6,6,6
349	sleep	24	48	2	6	16,12,16,16,12,16
350	idle	24	32	5	9	16,10,16,10
350	walk	40	40	-3	4	6,6,6,6,6,6,6
350	sleep	32	24	-2	11	30,35
351	idle	24	56	5	0	30,4,4,8,4,4,4,4
351	walk	32	64	0	0	4,6,4,6,4,4,4,6,4,6,4,4
351	sleep	24	48	5	4	40,30
352	idle	32	48	1	3	40,12,8,12
352	walk	32	48	1	3	8,10,8,10
352	sleep	32	40	-1	6	30,35
353	idle	24	32	4	9	30,10,6,10
353	walk	24	40	4	7	6,4,8,4,6,4,8,4
353	sleep	24	32	4	8	30,35
354	idle	24	32	4	9	30,10,6,10
354	walk	24	40	4	7	6,4,8,4,6,4,8,4
354	sleep	24	32	3	8	30,35
355	idle	56	48	-12	2	40,2,2,2,4,6,4,6,4,2,2,2,4
355	walk	40	40	-4	5	8,10,8,10
355	sleep	40	32	-6	9	30,35
356	idle	24	32	4	8	8,16,8,16
356	walk	24	40	4	7	8,8,8,8,8,8,8,8
356	sleep	24	32	3	8	30,35
357	idle	24	56	4	0	40,2,2,3,4,3,2,2
357	walk	24	56	4	0	10,6,6,6,10,6,6,6
357	sleep	24	32	4	8	30,35
358	idle	32	40	1	7	4,4,4,4,6,8,8,8,8
358	walk	32	40	1	6	8,6,6,8,6,6
358	sleep	24	24	5	8	30,35
359	idle	48	64	-7	-3	60,6,4,4,4,4,4,4,4,4,4,4,4,4
359	walk	48	56	-7	1	8,10,8,10
359	sleep	32	32	-1	8	30,35
360	idle	24	40	5	6	40,4,4,4,4,4
360	walk	24	40	5	6	8,2,10,2,8,2,10,2
360	sleep	24	24	4	11	30,35
361	idle	32	56	1	2	24,8,8,24,8,8
361	walk	24	48	5	3	6,6,6,6,6,6,6,6
361	sleep	24	48	4	6	8,8,16,8,8,8,16,8
362	idle	40	48	-4	3	40,8,12,8
362	walk	40	48	-4	3	8,12,8,12
362	sleep	24	40	4	6	30,35
363	idle	32	32	0	8	6,6,6,6,6,6,6,6,40
363	walk	32	32	0	8	8,12,8,12
363	sleep	32	24	-1	11	30,35
363	faint	40	32	2	7	8,12,4,10
364	idle	40	32	-3	4	60,8
364	walk	40	32	-3	4	8,10,8,10
364	sleep	32	24	1	8	30,35
365	idle	32	56	0	-2	40,2,2,6,4,4
365	walk	32	48	0	0	8,10,8,10
365	sleep	32	24	1	12	30,35
366	idle	32	48	0	3	50,6,2,6,4,2,2
366	walk	32	48	0	3	10,16,10,16
366	sleep	32	32	0	10	30,35
367	idle	32	32	0	6	20,30
367	walk	32	32	0	6	8,8,10,8,8,10
367	sleep	24	24	5	9	30,35
368	idle	32	40	0	5	16,16
368	walk	32	40	0	5	10,8,10,8,8,8
368	sleep	24	32	4	9	30,35
369	idle	48	72	-7	-9	30,3,5,4,5,4,5,4,5,4,4,4
369	walk	48	56	-7	-3	10,14,10,14
369	sleep	40	24	-2	10	30,35
370	idle	32	56	0	-2	40,1,1,4,2,1
370	walk	24	40	4	5	6,8,6,8
370	sleep	32	32	-1	9	30,35
371	idle	32	56	0	-2	40,1,1,4,4,2,1
371	walk	32	40	0	5	6,10,6,10
371	sleep	24	40	3	5	30,35
372	idle	40	40	-3	5	40,10,8,10
372	walk	40	40	-3	5	8,12,8,12
372	sleep	40	40	-7	6	30,35
373	idle	32	32	1	9	40,6,8,6
373	walk	32	40	1	6	10,10,6,6,6,8
373	sleep	24	32	5	8	30,35
374	idle	40	56	-4	0	10,10,10,10,10,10,10,10
374	walk	40	56	-4	0	8,8,8,8
374	sleep	32	24	0	9	30,35
375	idle	48	72	-8	-4	16,8,8,8
375	walk	48	64	-8	-2	14,6,8,8,8,8,6,6,6
375	sleep	32	56	0	4	16,12,16,16,12,16
376	idle	40	48	-4	1	30,30
376	walk	40	48	-4	2	8,10,8,10
376	sleep	40	40	-5	5	30,35
376	faint	40	48	-1	1	8,12,4,10
377	idle	24	48	5	5	10,10,10,10,10,10
377	walk	24	48	5	5	6,6,6,6,6,6
377	sleep	24	40	4	9	10,10,18,10,10,18
378	idle	24	56	4	2	40,1,2,4,4,4,4,2,1
378	walk	24	40	4	9	8,10,8,10
378	sleep	24	32	4	8	30,35
379	idle	40	48	-4	2	14,18,14,18
379	walk	40	48	-4	2	8,8,8,8
379	sleep	32	40	2	5	30,35
380	idle	40	48	-4	4	30,4,4,4,4,4
380	walk	40	40	-4	4	8,10,8,10
380	sleep	32	24	-1	10	30,35
380	faint	48	48	-1	1	8,12,4,10
381	idle	32	56	1	2	30,6,4,6,4,14,8,8,8
381	walk	32	48	1	4	10,10,10,10
381	sleep	32	48	1	5	16,12,16,16,12,16
382	idle	24	32	4	8	34,12,8,12
382	walk	24	24	4	11	6,8,6,8
382	sleep	24	24	4	10	30,35
382	faint	32	24	5	11	8,12,4,10
383	idle	32	40	0	4	40,16,8,16
383	walk	32	32	0	8	8,10,8,10
383	sleep	32	32	1	7	30,35
384	idle	40	48	-3	3	40,6,2,6,2,6
384	walk	40	48	-3	3	8,12,8,12
384	sleep	40	40	-3	7	30,35
385	idle	24	40	5	8	8,6,6,6,6,8
385	walk	24	40	5	8	6,6,6,6,6,6,6,6
385	sleep	24	24	4	13	35,30
386	idle	32	40	1	6	30,8,4,8,4,8,4,8
386	walk	32	56	1	1	4,4,4,4,4,4,4,4
386	sleep	24	40	4	6	30,35
387	idle	24	40	5	6	30,20
387	walk	32	56	1	1	4,4,4,4,4,4,4,4
387	sleep	24	40	4	6	30,35
388	idle	24	32	4	9	8,10,8,10
388	walk	24	32	4	9	8,10,8,10
388	sleep	24	32	4	9	30,35
389	idle	48	48	-8	3	40,4,2,2,2,2,2,10
389	walk	32	48	0	3	8,10,8,10
389	sleep	24	40	4	6	30,35
390	idle	40	40	-3	1	10,10,10,10
390	walk	40	40	-3	2	8,8,8,8,8,8,8,8
390	sleep	24	32	5	5	16,12,16,16,12,16
391	idle	48	48	-7	4	60,10,2,2,2,2,2,2,2,2,2,2,2,10
391	walk	48	48	-7	2	8,12,8,12
391	sleep	40	40	-4	5	30,35
392	idle	32	32	1	9	40,25
392	walk	24	32	5	9	10,8,10,8
392	sleep	24	24	4	12	30,35
392	faint	40	32	2	8	8,12,4,10
393	idle	24	40	5	6	60,4,4,4,4,4,4,6,24
393	walk	32	48	1	1	1,2,3,3,1,4,2,2,2,2,2,2,2
393	sleep	24	32	4	9	30,35
393	faint	40	40	3	5	8,12,4,10
394	idle	32	40	1	6	6,12,6,12
394	walk	32	40	1	6	8,12,8,12
394	sleep	24	32	4	9	30,35
395	idle	24	40	4	6	40,10,14,10
395	walk	24	40	4	6	8,10,8,10
395	sleep	24	32	4	8	30,35
396	idle	32	40	0	6	18,20,18,20
396	walk	32	40	0	6	8,10,8,10
396	sleep	24	32	4	8	30,35
397	idle	56	56	-11	-2	60,10,2,2,2,2,2,2,2,2,2,2,2,10
397	walk	56	80	-11	-8	8,8,8,8,8,8
397	sleep	48	48	-7	1	30,35
397	faint	56	48	-4	0	8,12,4,10
398	idle	32	40	1	8	10,10,10,10,10,10,10,10
398	walk	32	48	1	6	8,8,8,8,8,8,8,8
398	sleep	24	32	4	8	16,12,16,16,12,16
399	idle	40	48	-3	5	12,12,12,12,12,12,12,12
399	walk	40	48	-3	5	8,8,8,8,8,8,8,8
399	sleep	40	40	-3	5	16,12,16,16,12,16
400	idle	40	40	-3	5	40,20
400	walk	48	40	-7	6	8,14,8,14
400	sleep	48	32	-7	8	30,35
401	idle	32	56	0	-1	40,1,4,2,3,4,3
401	walk	32	48	0	2	8,18,8,18
401	sleep	32	40	0	5	30,35
402	idle	32	48	1	4	8,8,8
402	walk	32	56	1	3	8,8,8,8,8,8
402	sleep	32	40	0	5	30,35
403	idle	40	40	-3	7	40,40
403	walk	40	40	-3	7	10,10,10,10
403	sleep	32	40	0	5	30,35
404	idle	64	72	-15	-7	10,14,14,14,14,10,14,14,14,14
404	walk	64	72	-15	-7	8,8,8,8,8,8,8,8,8,8
404	sleep	64	72	-15	-6	16,12,16,16,12,16
405	idle	64	80	-15	-4	60,10,2,2,2,2,2,2,2,2,2,2,2,10
405	walk	64	88	-15	-8	10,12,10,12
405	sleep	56	56	-10	3	30,35
405	faint	56	80	-8	-12	10,2,2,2,2,2,10,4,2,2,2,2,16,8,6,5,3,1,2,4,2,1,20
406	idle	80	120	-18	-10	14,10,14,10
406	walk	80	128	-18	-12	8,8,6,4,4,4,8,8,6,6,6,6
406	sleep	72	96	-18	-4	10,10,10,30,10,10,10,30
407	idle	48	64	-7	-4	8,8,8,8,8,8
407	walk	48	64	-7	-4	4,4,4,4,4,4,4,4,4,4,4,4,4,4
407	sleep	40	32	-2	4	30,35
407	faint	56	64	-4	-9	8,12,4,10
408	idle	64	80	-16	-4	8,8,8,8,8,8
408	walk	64	80	-16	-4	4,4,4,4,4,4,4,4,4,4,4,4
408	sleep	48	32	-6	4	30,35
408	faint	56	80	-11	-20	10,6,2,2,2,2,2,2,2,2,2,4,1,6,3,10
409	idle	40	48	-4	6	12,8,12,8
409	walk	40	48	-4	6	6,6,6,6,6,6,6,6,6
409	sleep	24	48	3	7	8,8,8,24,8,8,8,24
410	idle	32	64	0	3	12,12,12,12,12,12,12,12
