528	Wild Charge	90	100	ELECTRIC	15	PHYSICAL
529	Drill Run	80	95	GROUND	10	PHYSICAL
530	Dual Chop	40	90	DRAGON	15	PHYSICAL
531	Heart Stamp	60	100	PSYCHIC	25	PHYSICAL
532	Horn Leech	75	100	GRASS	10	PHYSICAL
533	Sacred Sword	90	100	FIGHTING	20	PHYSICAL
534	Razor Shell	75	95	WATER	10	PHYSICAL
535	Heat Crash	0	100	FIRE	10	PHYSICAL
536	Leaf Tornado	65	90	GRASS	10	SPECIAL
537	Steamroller	65	100	BUG	20	PHYSICAL
538	Cotton Guard	0	0	GRASS	10	STATUS
539	Night Daze	85	95	DARK	10	SPECIAL
540	Psystrike	100	100	PSYCHIC	10	SPECIAL
541	Tail Slap	25	85	NORMAL	10	PHYSICAL
542	Hurricane	120	70	FLYING	10	SPECIAL
543	Head Charge	120	100	NORMAL	15	PHYSICAL
544	Gear Grind	50	85	STEEL	15	PHYSICAL
545	Searing Shot	100	100	FIRE	5	SPECIAL
546	Techno Blast	85	100	NORMAL	5	SPECIAL
547	Relic Song	75	100	NORMAL	10	SPECIAL
548	Secret Sword	85	100	FIGHTING	10	SPECIAL
549	Glaciate	65	95	ICE	10	SPECIAL
550	Bolt Strike	130	85	ELECTRIC	5	PHYSICAL
551	Blue Flare	130	85	FIRE	5	SPECIAL
552	Fiery Dance	80	100	FIRE	10	SPECIAL
553	Freeze Shock	140	90	ICE	5	PHYSICAL
554	Ice Burn	140	90	ICE	5	SPECIAL
555	Snarl	55	95	DARK	15	SPECIAL
556	Icicle Crash	85	90	ICE	10	PHYSICAL
557	V-create	180	95	FIRE	5	PHYSICAL
558	Fusion Flare	100	100	FIRE	5	SPECIAL
559	Fusion Bolt	100	100	ELECTRIC	5	PHYSICAL
